INSTNM,CITY,STABBR,UGDS,PCTPELL
Faulkner University,Montgomery,AL,2124,
Gadsden State Community College,Gadsden,AL,4915,
George C Wallace Community College-Dothan,Dothan,AL,3316,
George C Wallace State Community College-Hanceville,Hanceville,AL,5194,
George C Wallace State Community College-Selma,Selma,AL,1513,
Jacksonville State University,Jacksonville,AL,7200,
Jefferson State Community College,Birmingham,AL,6070,
John C Calhoun State Community College,Tanner,AL,8092,
Lawson State Community College-Birmingham Campus,Birmingham,AL,3121,
University of West Alabama,Livingston,AL,1812,
Lurleen B Wallace Community College,Andalusia,AL,1305,
Miles College,Fairfield,AL,1714,
University of Mobile,Mobile,AL,1417,
University of Montevallo,Montevallo,AL,2423,
Northwest Shoals Community College-Muscle Shoals,Muscle Shoals,AL,2077,
University of North Alabama,Florence,AL,5365,
Northeast Alabama Community College,Rainsville,AL,1787,
Oakwood College,Huntsville,AL,1736,
Alabama Southern Community College,Monroeville,AL,1249,
Bishop State Community College,Mobile,AL,3464,
Samford University,Birmingham,AL,2846,
Shelton State Community College,Tuscaloosa,AL,4892,
Snead State Community College,Boaz,AL,2008,
University of South Alabama,Mobile,AL,9874,
Spring Hill College,Mobile,AL,1210,
H Councill Trenholm State Technical College,Montgomery,AL,1311,
Troy University,Troy,AL,19734,
Tuskegee University,Tuskegee,AL,2420,
Bevill State Community College,Sumiton,AL,3812,
University of Alaska Anchorage,Anchorage,AK,10444,
University of Alaska Fairbanks,Fairbanks,AK,4694,
University of Alaska Southeast,Juneau,AK,1170,
Alaska Vocational Technical Center,Seward,AK,1195,
Everest College-Phoenix,Phoenix,AZ,1187,
Collins College,Tempe,AZ,1287,
Apollo College-Phoenix Inc,Phoenix,AZ,2684,
Arizona State University at the Tempe Campus,Tempe,AZ,38984,
Arizona Western College,Yuma,AZ,5548,
University of Arizona,Tucson,AZ,28010,
Central Arizona College,Coolidge,AZ,4277,
Cochise College,Douglas,AZ,2910,
DeVry University-Arizona,Phoenix,AZ,1166,
Eastern Arizona College,Thatcher,AZ,2486,
Embry Riddle Aeronautical University-Prescott,Prescott,AZ,1622,
Glendale Community College,Glendale,AZ,4446,
Grand Canyon University,Phoenix,AZ,2665,
High-Tech Institute-Phoenix,Phoenix,AZ,5340,
Gateway Community College,Phoenix,AZ,6614,
Mesa Community College,Mesa,AZ,7538,
Mohave Community College,Kingman,AZ,4626,
Universal Technical Institute-Motorcycle Mechanics,Phoenix,AZ,2461,
Dine College,Tsaile,AZ,1649,
Northern Arizona University,Flagstaff,AZ,14321,
Northland Pioneer College,Holbrook,AZ,1634,
Phoenix College,Phoenix,AZ,4177,
University of Phoenix-Phoenix-Hohokam Campus,Phoenix,AZ,4878,
Pima Community College,Tucson,AZ,26991,
Scottsdale Community College,Scottsdale,AZ,2754,
South Mountain Community College,Phoenix,AZ,1595,
Universal Technical Institute of Arizona Inc,Avondale,AZ,2978,
Western International University,Phoenix,AZ,12111,
Yavapai College,Prescott,AZ,4552,
University of Arkansas at Little Rock,Little Rock,AR,9152,
University of Arkansas Main Campus,Fayetteville,AR,13876,
University of Arkansas at Pine Bluff,Pine Bluff,AR,2998,
Arkansas State University-Beebe,Beebe,AR,3048,
Arkansas State University-Main Campus,State University,AR,8955,
Arkansas Tech University,Russellville,AR,6208,
University of Arkansas at Monticello,Monticello,AR,2591,
Black River Technical College,Pocahontas,AR,1510,
University of Central Arkansas,Conway,AR,10137,
East Arkansas Community College,Forrest City,AR,1162,
National Park Community College,Hot Springs,AR,2411,
University of Arkansas Community College-Batesville,Batesville,AR,1033,
Harding University,Searcy,AR,3995,
Henderson State University,Arkadelphia,AR,2681,
Hendrix College,Conway,AR,1087,
John Brown University,Siloam Springs,AR,1647,
Arkansas Northeastern College,Blytheville,AR,1386,
North Arkansas College,Harrison,AR,1641,
Ouachita Baptist University,Arkadelphia,AR,1399,
University of Arkansas Community College-Morrilton,Morrilton,AR,1633,
Phillips Community College of the University of Arkansas,Helena,AR,1008,
Southeast Arkansas College,Pine Bluff,AR,1483,
Pulaski Technical College,North Little Rock,AR,7528,
University of Arkansas Community College-Hope,Hope,AR,1087,
South Arkansas Community College,El Dorado,AR,1075,
Southern Arkansas University Main Campus,Magnolia,AR,2671,
University of Arkansas-Fort Smith,Fort Smith,AR,5869,
Academy of Art University,San Francisco,CA,7073,
College of Alameda,Alameda,CA,1862,
Allan Hancock College,Santa Maria,CA,5569,
American Intercontinental University,Los Angeles,CA,1033,
American Career College,Los Angeles,CA,1301,
American River College,Sacramento,CA,20444,
Antelope Valley College,Lancaster,CA,7895,
Art Center College of Design,Pasadena,CA,1485,
Azusa Pacific University,Azusa,CA,4722,
Bakersfield College,Bakersfield,CA,11751,
Barstow Community College,Barstow,CA,1670,
Biola University,La Mirada,CA,3858,
Brooks Institute of Photography,Santa Barbara,CA,2130,
Butte College,Oroville,CA,6197,
Cabrillo College,Aptos,CA,6880,
California Baptist University,Riverside,CA,2621,
California College of the Arts,Oakland,CA,1317,
California Lutheran University,Thousand Oaks,CA,2122,
California Polytechnic State University-San Luis Obispo,San Luis Obispo,CA,17794,
California State University-Bakersfield,Bakersfield,CA,6137,
California State University-Stanislaus,Turlock,CA,6671,
California State University-San Bernardino,San Bernardino,CA,13156,
California State Polytechnic University-Pomona,Pomona,CA,18650,
California State University-Chico,Chico,CA,14927,
California State University-Dominguez Hills,Carson,CA,9049,
California State University-Fresno,Fresno,CA,19127,
California State University-Fullerton,Fullerton,CA,30703,
California State University-East Bay,Hayward,CA,9471,
California State University-Long Beach,Long Beach,CA,29795,
California State University-Los Angeles,Los Angeles,CA,15375,
California State University-Northridge,Northridge,CA,28491,
California State University-Sacramento,Sacramento,CA,23928,
University of California-Berkeley,Berkeley,CA,23863,
University of California-Davis,Davis,CA,23311,
University of California-Irvine,Irvine,CA,20719,
University of California-Los Angeles,Los Angeles,CA,25431,
University of California-Riverside,Riverside,CA,14792,
University of California-San Diego,La Jolla,CA,21346,
University of California-Santa Barbara,Santa Barbara,CA,18210,
University of California-Santa Cruz,Santa Cruz,CA,13941,
California Culinary Academy,San Francisco,CA,1526,
Canada College,Redwood City,CA,3091,
College of the Canyons,Santa Clarita,CA,8090,
Cerritos College,Norwalk,CA,16584,
Cerro Coso Community College,Ridgecrest,CA,2299,
Chabot College,Hayward,CA,8011,
Chaffey College,Rancho Cucamonga,CA,11811,
Chapman University,Orange,CA,4053,
Concordia University,Irvine,CA,1335,
Citrus College,Glendora,CA,9913,
City College of San Francisco,San Francisco,CA,22904,
Claremont McKenna College,Claremont,CA,1153,
Coastline Community College,Fountain Valley,CA,5013,
Columbia College,Sonora,CA,1494,
El Camino College-Compton Center,Compton,CA,1489,
Contra Costa College,San Pablo,CA,3942,
Cosumnes River College,Sacramento,CA,8997,
Crafton Hills College,Yucaipa,CA,3663,
Cuesta College,San Luis Obispo,CA,7117,
Cuyamaca College,El Cajon,CA,4804,
Cypress College,Cypress,CA,9448,
De Anza College,Cupertino,CA,16030,
College of the Desert,Palm Desert,CA,5561,
DeVry University-California,Pomona,CA,5086,
Diablo Valley College,Pleasant Hill,CA,12087,
Dominican University of California,San Rafael,CA,1440,
East Los Angeles College,Monterey Park,CA,8282,
El Camino Community College District,Torrance,CA,14082,
Evergreen Valley College,San Jose,CA,4880,
The Fashion Institute of Design & Merchandising-Los Angeles,Los Angeles,CA,4143,
Foothill College,Los Altos Hills,CA,7091,
Fresno City College,Fresno,CA,10701,
Fresno Pacific University,Fresno,CA,1456,
Fullerton College,Fullerton,CA,14824,
Gavilan College,Gilroy,CA,2514,
Gemological Institute of America,Carlsbad,CA,2952,
Glendale Community College,Glendale,CA,9732,
Golden West College,Huntington Beach,CA,8926,
Grossmont College,El Cajon,CA,12593,
Hartnell College,Salinas,CA,4202,
Humboldt State University,Arcata,CA,6652,
Imperial Valley College,Imperial,CA,4741,
Irvine Valley College,Irvine,CA,5120,
Reedley College,Reedley,CA,4618,
The Art Institute of California-San Diego,San Diego,CA,2035,
University of La Verne,La Verne,CA,3947,
Lake Tahoe Community College,South Lake Tahoe,CA,1007,
Laney College,Oakland,CA,3115,
La Sierra University,Riverside,CA,1524,
Loma Linda University,Loma Linda,CA,1022,
Long Beach City College,Long Beach,CA,11709,
Los Angeles Harbor College,Wilmington,CA,3414,
Los Angeles Pierce College,Woodland Hills,CA,9601,
Los Angeles Southwest College,Los Angeles,CA,2515,
Los Angeles Trade Technical College,Los Angeles,CA,3632,
Los Angeles Valley College,Valley Glen,CA,8030,
The Master's College and Seminary,Santa Clarita,CA,1130,
Los Angeles City College,Los Angeles,CA,6492,
Los Angeles Mission College,Sylmar,CA,2780,
Los Medanos College,Pittsburg,CA,4564,
The Art Institute of California-San Francisco,San Francisco,CA,1624,
Loyola Marymount University,Los Angeles,CA,5660,
Maric College-San Diego,San Diego,CA,1293,
College of Marin,Kentfield,CA,2436,
Mendocino College,Ukiah,CA,2296,
Merced College,Merced,CA,6171,
Merritt College,Oakland,CA,1835,
Miracosta College,Oceanside,CA,6520,
Mission College,Santa Clara,CA,4553,
Modesto Junior College,Modesto,CA,12393,
Monterey Peninsula College,Monterey,CA,3458,
Moorpark College,Moorpark,CA,9762,
Mt San Antonio College,Walnut,CA,20446,
Mount St Mary's College,Los Angeles,CA,1913,
Mt. San Jacinto Community College District,San Jacinto,CA,8429,
Musicians Institute,Hollywood,CA,1224,
Napa Valley College,Napa,CA,2779,
National University,La Jolla,CA,6567,
Occidental College,Los Angeles,CA,1791,
Ohlone College,Fremont,CA,4553,
Orange Coast College,Costa Mesa,CA,17256,
Otis College of Art and Design,Los Angeles,CA,1069,
Oxnard College,Oxnard,CA,3489,
Pacific Union College,Angwin,CA,1303,
University of the Pacific,Stockton,CA,3530,
Palomar College,San Marcos,CA,15059,
Pasadena City College,Pasadena,CA,18717,
Pepperdine University,Malibu,CA,3047,
Point Loma Nazarene University,San Diego,CA,2369,
Pomona College,Claremont,CA,1545,
Porterville College,Porterville,CA,2189,
Santa Ana College,Santa Ana,CA,9085,
University of Redlands,Redlands,CA,2802,
College of the Redwoods,Eureka,CA,4378,
Rio Hondo College,Whittier,CA,10271,
Riverside Community College,Riverside,CA,19333,
Sacramento City College,Sacramento,CA,15714,
Saddleback College,Mission Viejo,CA,9838,
San Diego City College,San Diego,CA,10533,
San Diego Mesa College,San Diego,CA,14250,
San Diego Miramar College,San Diego,CA,6012,
San Diego State University,San Diego,CA,27911,
University of San Diego,San Diego,CA,4946,
San Francisco State University,San Francisco,CA,24529,
University of San Francisco,San Francisco,CA,5245,
San Joaquin Delta College,Stockton,CA,11164,
San Joaquin Valley College,Visalia,CA,1040,
San Jose City College,San Jose,CA,5206,
San Jose State University,San Jose,CA,22482,
College of San Mateo,San Mateo,CA,6356,
Westwood College-Los Angeles,Los Angeles,CA,1015,
Santa Barbara City College,Santa Barbara,CA,9026,
Santa Clara University,Santa Clara,CA,4585,
Santa Monica College,Santa Monica,CA,18122,
Santa Rosa Junior College,Santa Rosa,CA,12912,
Wyo Tech,Fremont,CA,1554,
College of the Sequoias,Visalia,CA,6246,
Shasta College,Redding,CA,3667,
Sierra College,Rocklin,CA,12496,
College of the Siskiyous,Weed,CA,1189,
Charles A. Jones Skills and Business Education Center,Sacramento,CA,1645,
Skyline College,San Bruno,CA,5255,
San Bernardino Valley College,San Bernardino,CA,8421,
Saint Marys College of California,Moraga,CA,2823,
Solano Community College,Fairfield,CA,7311,
Sonoma State University,Rohnert Park,CA,7198,
Vanguard University of Southern California,Costa Mesa,CA,1927,
Southwestern College,Chula Vista,CA,10998,
University of Southern California,Los Angeles,CA,16449,
Taft College,Taft,CA,1567,
United Education Institute-Huntington Park Campus,Huntington Park,CA,2933,
Ventura College,Ventura,CA,6246,
Victor Valley College,Victorville,CA,4386,
Berkeley City College,Berkeley,CA,1750,
Walden University,Minneapolis,MN,1434,
Maxine Waters Employment Preparation Center,Los Angeles,CA,2177,
West Hills College-Coalinga,Coalinga,CA,1416,
West Los Angeles College,Culver City,CA,3560,
West Valley College,Saratoga,CA,5376,
Westmont College,Santa Barbara,CA,1319,
Whittier College,Whittier,CA,1257,
Woodbury University,Burbank,CA,1278,
Yuba College,Marysville,CA,5303,
Adams State College,Alamosa,CO,2150,
Aims Community College,Greeley,CO,3480,
Arapahoe Community College,Littleton,CO,5318,
University of Colorado at Denver and Health Sciences Center,Denver,CO,8327,
University of Colorado at Colorado Springs,Colorado Springs,CO,6146,
University of Colorado at Boulder,Boulder,CO,25441,
Colorado Christian University,Lakewood,CO,1928,
Colorado College,Colorado Springs,CO,1939,
The Art Institute of Colorado,Denver,CO,2765,
Colorado Mountain College,Glenwood Springs,CO,2139,
Colorado School of Mines,Golden,CO,3215,
Colorado State University,Fort Collins,CO,20640,
Colorado Technical University,Colorado Springs,CO,1763,
Community College of Aurora,Aurora,CO,3914,
Community College of Denver,Denver,CO,5850,
Westwood College-Denver North,Denver,CO,4200,
University of Denver,Denver,CO,5092,
Emily Griffith Opportunity School,Denver,CO,2356,
Fort Lewis College,Durango,CO,3738,
Front Range Community College,Westminster,CO,12537,
Mesa State College,Grand Junction,CO,5504,
Metropolitan State College of Denver,Denver,CO,19931,
Northeastern Junior College,Sterling,CO,1083,
University of Northern Colorado,Greeley,CO,10626,
Otero Junior College,La Junta,CO,1189,
Pikes Peak Community College,Colorado Springs,CO,8610,
Pueblo Community College,Pueblo,CO,4228,
Red Rocks Community College,Lakewood,CO,5065,
Regis University,Denver,CO,5576,
Colorado State University-Pueblo,Pueblo,CO,4104,
Trinidad State Junior College,Trinidad,CO,1218,
Western State College of Colorado,Gunnison,CO,2085,
Albertus Magnus College,New Haven,CT,1767,
University of Bridgeport,Bridgeport,CT,1694,
Central Connecticut State University,New Britain,CT,9114,
Charter Oak State College,New Britain,CT,1711,
Connecticut College,New London,CT,1773,
University of Connecticut,Storrs,CT,16006,
Goodwin College,East Hartford,CT,1349,
Eastern Connecticut State University,Willimantic,CT,4742,
Fairfield University,Fairfield,CT,3675,
Capital Community College,Hartford,CT,2944,
University of Hartford,West Hartford,CT,5327,
Housatonic Community College,Bridgeport,CT,4038,
Manchester Community College,Manchester,CT,5068,
Naugatuck Valley Community College,Waterbury,CT,4665,
Middlesex Community College,Middletown,CT,1698,
Three Rivers Community College,Norwich,CT,3372,
University of New Haven,West Haven,CT,2844,
Norwalk Community College,Norwalk,CT,4548,
Northwestern Connecticut Community College,Winsted,CT,1133,
Porter and Chester Institute,Stratford,CT,1699,
Post University,Waterbury,CT,1109,
Quinebaug Valley Community College,Danielson,CT,1534,
Quinnipiac University,Hamden,CT,5677,
Sacred Heart University,Fairfield,CT,4136,
Gateway Community College,New Haven,CT,4627,
Southern Connecticut State University,New Haven,CT,8577,
Trinity College,Hartford,CT,2256,
Tunxis Community College,Farmington,CT,2738,
Wesleyan University,Middletown,CT,2790,
Western Connecticut State University,Danbury,CT,4865,
Yale University,New Haven,CT,5302,
Delaware Technical and Community College-Owens,Georgetown,DE,3491,
Delaware Technical and Community College-Terry,Dover,DE,2551,
Delaware Technical and Community College-Stanton-Wilmington,Newark,DE,6670,
Delaware State University,Dover,DE,3303,
University of Delaware,Newark,DE,15849,
Wesley College,Dover,DE,1924,
Wilmington College,New Castle,DE,4800,
American University,Washington,DC,5871,
Catholic University of America,Washington,DC,3083,
University of the District of Columbia,Washington,DC,5231,
Gallaudet University,Washington,DC,1139,
George Washington University,Washington,DC,10494,
Georgetown University,Washington,DC,6587,
Howard University,Washington,DC,7275,
Sanz School,Washington,DC,1250,
Strayer University,Washington,DC,21272,
The Art Institute of Fort Lauderdale Inc,Fort Lauderdale,FL,2723,
Barry University,Miami,FL,5274,
Bethune Cookman College,Daytona Beach,FL,3093,
Lynn University,Boca Raton,FL,2300,
Brevard Community College,Cocoa,FL,12531,
Broward Community College,Fort Lauderdale,FL,25162,
Central Florida Community College,Ocala,FL,5164,
University of Central Florida,Orlando,FL,39257,
Chipola College,Marianna,FL,1417,
Daytona Beach Community College,Daytona Beach,FL,10900,
Eckerd College,Saint Petersburg,FL,2519,
Edison College,Fort Myers,FL,9340,
Embry Riddle Aeronautical University-Daytona Beach,Daytona Beach,FL,4446,
Florida Agricultural and Mechanical University,Tallahassee,FL,9968,
Florida Atlantic University,Boca Raton,FL,19834,
Florida Community College at Jacksonville,Jacksonville,FL,18189,
Flagler College,Saint Augustine,FL,2246,
Florida Hospital College of Health Sciences,Orlando,FL,2077,
Florida Institute of Technology,Melbourne,FL,2331,
Florida International University,Miami,FL,29793,
Florida Memorial University,Miami Gardens,FL,1784,
Florida Career College,Miami,FL,3666,
Florida Southern College,Lakeland,FL,2317,
Florida State University,Tallahassee,FL,30841,
University of Florida,Gainesville,FL,34534,
Florida Metropolitan University,Pompano Beach,FL,1692,
Full Sail Real World Education,Winter Park,FL,5295,
Gulf Coast Community College,Panama City,FL,4559,
Hillsborough Community College,Tampa,FL,16774,
Indian River Community College,Fort Pierce,FL,7407,
International Academy of Design and Technology,Tampa,FL,2128,
Ai Miami International University of Art and Design,Miami,FL,2507,
Jacksonville University,Jacksonville,FL,2551,
Keiser College-Ft Lauderdale,Fort Lauderdale,FL,9639,
Lake City Community College,Lake City,FL,2501,
Lake-Sumter Community College,Leesburg,FL,2821,
Lively Technical Center,Tallahassee,FL,1055,
Lindsey Hopkins Technical Education Center,Miami,FL,1011,
Manatee Community College,Bradenton,FL,8078,
Manatee Technical Institute,Bradenton,FL,1169,
Miami Lakes Educational Center,Miami Lakes,FL,1597,
Miami Dade College,Miami,FL,45545,
University of Miami,Coral Gables,FL,10190,
Mid Florida Tech,Orlando,FL,2042,
Lincoln College of Technology,West Palm Beach,FL,1137,
North Florida Community College,Madison,FL,1088,
University of North Florida,Jacksonville,FL,13821,
Nova Southeastern University,Fort Lauderdale,FL,5236,
Okaloosa-Walton College,Niceville,FL,5017,
Palm Beach Atlantic University-West Palm Beach,West Palm Beach,FL,2502,
Palm Beach Community College,Lake Worth,FL,14574,
Pasco-Hernando Community College,New Port Richey,FL,5419,
Pensacola Junior College,Pensacola,FL,7222,
Polk Community College,Winter Haven,FL,5551,
Ringling School of Art and Design,Sarasota,FL,1090,
Robert Morgan Educational Center,Miami,FL,1477,
Rollins College,Winter Park,FL,2744,
Saint Leo University,Saint Leo,FL,11603,
St Petersburg College,Clearwater,FL,19544,
Pinellas Technical Education Center,Saint Petersburg,FL,2614,
Santa Fe Community College,Gainesville,FL,12725,
Seminole Community College,Sanford,FL,9953,
Sheridan Technical Center,Hollywood,FL,1262,
Saint Johns River Community College,Palatka,FL,4639,
South Florida Community College,Avon Park,FL,1800,
University of South Florida,Tampa,FL,33583,
Saint Thomas University,Miami Gardens,FL,1155,
Stetson University,DeLand,FL,2235,
Southeastern University,Lakeland,FL,2642,
Tallahassee Community College,Tallahassee,FL,11537,
Florida Metropolitan University-Tampa,Tampa,FL,1114,
The University of Tampa,Tampa,FL,4711,
Valencia Community College,Orlando,FL,24207,
The University of West Florida,Pensacola,FL,7887,
Abraham Baldwin Agricultural College,Tifton,GA,3540,
Advanced Career Training-Atlanta Campus,Atlanta,GA,1073,
Albany Technical College,Albany,GA,2206,
Darton College,Albany,GA,4208,
Albany State University,Albany,GA,3474,
American Intercontinental University,Atlanta,GA,1146,
Armstrong Atlantic State University,Savannah,GA,5907,
The Art Institute of Atlanta,Atlanta,GA,3110,
Georgia Career Institute,Conyers,GA,1092,
Atlanta Technical College,Atlanta,GA,2797,
Atlanta Metropolitan College,Atlanta,GA,1666,
Clark Atlanta University,Atlanta,GA,3681,
Augusta Technical College,Augusta,GA,3905,
Augusta State University,Augusta,GA,5636,
Bainbridge College,Bainbridge,GA,2500,
Bauder College,Atlanta,GA,1030,
Berry College,Mount Berry,GA,1707,
Brenau University,Gainesville,GA,1743,
Brewton-Parker College,Mount Vernon,GA,1111,
Coastal Georgia Community College,Brunswick,GA,2783,
West Central Technical College,Waco,GA,2746,
Clayton State University,Morrow,GA,6012,
Columbus Technical College,Columbus,GA,3158,
Columbus State University,Columbus,GA,6695,
Coosa Valley Technical College,Rome,GA,2697,
Covenant College,Lookout Mountain,GA,1180,
Dalton State College,Dalton,GA,4223,
DeVry University-Georgia,Decatur,GA,3111,
South University-Savannah,Savannah,GA,2602,
East Georgia College,Swainsboro,GA,1676,
Emory University,Atlanta,GA,6546,
Georgia Highlands College,Rome,GA,3795,
Fort Valley State University,Fort Valley,GA,2007,
Georgia Institute of Technology-Main Campus,Atlanta,GA,12103,
Georgia Southwestern State University,Americus,GA,2187,
Gainesville State College,Oakwood,GA,6466,
Georgia College & State University,Milledgeville,GA,5103,
Georgia Military College-Milledgeville Campus,Milledgeville,GA,1237,
Georgia Southern University,Statesboro,GA,13752,
Georgia State University,Atlanta,GA,18439,
University of Georgia,Athens,GA,25055,
Gordon College,Barnesville,GA,3548,
Griffin Technical College,Griffin,GA,2850,
Gwinnett Technical College,Lawrenceville,GA,3970,
Heart of Georgia Technical College,Dublin,GA,1268,
Middle Georgia Technical College,Warner Robins,GA,2318,
Kennesaw State University,Kennesaw,GA,17595,
LaGrange College,Lagrange,GA,1044,
Lanier Technical College,Oakwood,GA,2910,
Central Georgia Technical College,Macon,GA,4594,
Macon State College,Macon,GA,6089,
Chattahoochee Technical College,Marietta,GA,4165,
Mercer University,Macon,GA,4180,
Middle Georgia College,Cochran,GA,2883,
Morehouse College,Atlanta,GA,2933,
Moultrie Technical College,Moultrie,GA,1578,
North Georgia College & State University,Dahlonega,GA,4312,
North Georgia Technical College,Clarkesville,GA,1861,
Appalachian Technical College,Jasper,GA,1034,
Savannah Technical College,Savannah,GA,3630,
Savannah College of Art and Design,Savannah,GA,6834,
Savannah State University,Savannah,GA,3080,
Shorter College,Rome,GA,1029,
South Georgia College,Douglas,GA,1436,
South Georgia Technical College,Americus,GA,1570,
Spelman College,Atlanta,GA,2284,
Southern Polytechnic State University,Marietta,GA,3619,
Southwest Georgia Technical College,Thomasville,GA,1215,
West Georgia Technical College,Lagrange,GA,1605,
Valdosta Technical College,Valdosta,GA,2203,
Valdosta State University,Valdosta,GA,9397,
Northwestern Technical College,Rock Spring,GA,1588,
University of West Georgia,Carrollton,GA,8322,
Chaminade University of Honolulu,Honolulu,HI,2055,
University of Hawaii at Hilo,Hilo,HI,3148,
University of Hawaii at Manoa,Honolulu,HI,13542,
Hawaii Pacific University,Honolulu,HI,6262,
Honolulu Community College,Honolulu,HI,3326,
Kapiolani Community College,Honolulu,HI,4905,
Leeward Community College,Pearl City,HI,4507,
Maui Community College,Kahului,HI,2055,
Windward Community College,Kaneohe,HI,1421,
Boise State University,Boise,ID,15896,
Idaho State University,Pocatello,ID,9670,
University of Idaho,Moscow,ID,8636,
Lewis-Clark State College,Lewiston,ID,2928,
North Idaho College,Coeur D'alene,ID,3834,
Northwest Nazarene University,Nampa,ID,1222,
Brigham Young University-Idaho,Rexburg,ID,13523,
College of Southern Idaho,Twin Falls,ID,4600,
School of the Art Institute of Chicago,Chicago,IL,2194,
Augustana College,Rock Island,IL,2445,
Aurora University,Aurora,IL,1971,
Southwestern Illinois College,Belleville,IL,10052,
Black Hawk College,Moline,IL,5348,
Bradley University,Peoria,IL,5292,
Carl Sandburg College,Galesburg,IL,2379,
Chicago State University,Chicago,IL,5090,
University of Chicago,Chicago,IL,4790,
City Colleges of Chicago-Kennedy-King College,Chicago,IL,3119,
City Colleges of Chicago-Malcolm X College,Chicago,IL,3500,
City Colleges of Chicago-Olive-Harvey College,Chicago,IL,2473,
City Colleges of Chicago-Harry S Truman College,Chicago,IL,4936,
City Colleges of Chicago-Richard J Daley College,Chicago,IL,4584,
City Colleges of Chicago-Harold Washington College,Chicago,IL,7296,
City Colleges of Chicago-Wilbur Wright College,Chicago,IL,6907,
Columbia College Chicago,Chicago,IL,10671,
Concordia University,River Forest,IL,1011,
Danville Area Community College,Danville,IL,2730,
DePaul University,Chicago,IL,14465,
DeVry University-Illinois,Addison,IL,11099,
College of DuPage,Glen Ellyn,IL,21791,
East-West University,Chicago,IL,1001,
Eastern Illinois University,Charleston,IL,10477,
Elgin Community College,Elgin,IL,7158,
Elmhurst College,Elmhurst,IL,2717,
Governors State University,University Park,IL,2408,
Greenville College,Greenville,IL,1307,
Harrington College of Design,Chicago,IL,1490,
Highland Community College,Freeport,IL,1923,
University of Illinois at Chicago,Chicago,IL,14944,
Benedictine University,Lisle,IL,2582,
University of Illinois at Urbana-Champaign,Champaign,IL,30721,
Illinois Wesleyan University,Bloomington,IL,2139,
Illinois Central College,East Peoria,IL,9996,
Illinois College,Jacksonville,IL,1009,
Illinois Eastern Community Colleges-Olney Central College,Olney,IL,1130,
Illinois Institute of Technology,Chicago,IL,2296,
Illinois State University,Normal,IL,17824,
Illinois Valley Community College,Oglesby,IL,3450,
International Academy of Design and Technology,Chicago,IL,2611,
John A Logan College,Carterville,IL,6196,
John Wood Community College,Quincy,IL,2102,
Joliet Junior College,Joliet,IL,10498,
Judson College,Elgin,IL,1100,
Kankakee Community College,Kankakee,IL,2542,
Kaskaskia College,Centralia,IL,2928,
Kishwaukee College,Malta,IL,3347,
Knox College,Galesburg,IL,1327,
College of Lake County,Grayslake,IL,8428,
Lake Forest College,Lake Forest,IL,1399,
Lake Land College,Mattoon,IL,5560,
Lewis and Clark Community College,Godfrey,IL,4340,
Lewis University,Romeoville,IL,3790,
Lincoln College,Lincoln,IL,1182,
Lincoln Land Community College,Springfield,IL,5776,
Lincoln College of Technology,Melrose Park,IL,1367,
Loyola University Chicago,Chicago,IL,9076,
McHenry County College,Crystal Lake,IL,3678,
McKendree College,Lebanon,IL,2342,
Millikin University,Decatur,IL,2435,
Monmouth College,Monmouth,IL,1348,
Moraine Valley Community College,Palos Hills,IL,10637,
Morton College,Cicero,IL,2304,
National-Louis University,Chicago,IL,2008,
North Central College,Naperville,IL,2136,
North Park University,Chicago,IL,1973,
Northern Illinois University,Dekalb,IL,18811,
Northwestern University,Evanston,IL,8454,
Northeastern Illinois University,Chicago,IL,9042,
Oakton Community College,Des Plaines,IL,10404,
Olivet Nazarene University,Bourbonnais,IL,2977,
Parkland College,Champaign,IL,6481,
Prairie State College,Chicago Heights,IL,4177,
The Illinois Institute of Art-Chicago,Chicago,IL,2680,
Rend Lake College,Ina,IL,2957,
Richland Community College,Decatur,IL,2764,
Robert Morris College,Chicago,IL,4348,
Rock Valley College,Rockford,IL,6682,
Roosevelt University,Chicago,IL,3859,
Dominican University,River Forest,IL,1397,
University of St Francis,Joliet,IL,2128,
Saint Xavier University,Chicago,IL,3269,
University of Illinois at Springfield,Springfield,IL,2604,
Sauk Valley Community College,Dixon,IL,2238,
Shawnee Community College,Ullin,IL,1806,
Saint Augustine College,Chicago,IL,1259,
Southeastern Illinois College,Harrisburg,IL,1897,
Spoon River College,Canton,IL,1481,
Southern Illinois University Carbondale,Carbondale,IL,16217,
Southern Illinois University Edwardsville,Edwardsville,IL,10886,
South Suburban College,South Holland,IL,4640,
Trinity Christian College,Palos Heights,IL,1201,
Trinity International University,Deerfield,IL,1030,
Triton College,River Grove,IL,10008,
Waubonsee Community College,Sugar Grove,IL,6214,
Western Illinois University,Macomb,IL,11327,
Wheaton College,Wheaton,IL,2351,
William Rainey Harper College,Palatine,IL,11338,
Anderson University,Anderson,IN,2194,
Ball State University,Muncie,IN,16902,
Bethel College,Mishawaka,IN,1887,
Butler University,Indianapolis,IN,3635,
Calumet College of Saint Joseph,Whiting,IN,1048,
DePauw University,Greencastle,IN,2276,
Earlham College,Richmond,IN,1206,
University of Evansville,Evansville,IN,2581,
Grace College and Theological Seminary,Winona Lake,IN,1123,
Ivy Tech Community College-Northcentral,South Bend,IN,3814,
Ivy Tech Community College-Central Indiana,Indianapolis,IN,10006,
Ivy Tech Community College-Columbus,Columbus,IN,2048,
