INSTNM,SATVR75,SATWR75,SATMT75,mn_earn_wne_p10,CITY
CLAREMONT MCKENNA COLLEGE,730,,730,,CLAREMONT
CLAREMONT MCKENNA COLLEGE,730,,730,,CLAREMONT
GEORGETOWN UNIVERSITY,730,,730,,WASHINGTON
Georgetown University,730,,730,,Washington
GEORGETOWN UNIVERSITY,730,,730,,WASHINGTON
Grinnell College,730,,730,52400,Grinnell
WASHINGTON AND LEE UNIVERSITY,730,,730,,LEXINGTON
GEORGETOWN UNIVERSITY,730,,730,,WASHINGTON
Claremont McKenna College,730,,730,,Claremont
Brandeis University,730,,730,74800,Waltham
Colgate University,730,720,730,,Hamilton
Brandeis University,730,720,730,,Waltham
Washington and Lee University,730,730,730,,Lexington
UNIVERSITY OF NOTRE DAME,720,,730,,NOTRE DAME
WEBB INSTITUTE,720,,730,,GLEN COVE
UNIVERSITY OF NOTRE DAME,720,,730,,NOTRE DAME
Brandeis University,720,730,730,71700,Waltham
University of Southern California,710,,730,,Los Angeles
CASE WESTERN RESERVE UNIVERSITY,710,,730,,CLEVELAND
UNIVERSITY OF SOUTHERN CALIFORNIA,710,,730,,LOS ANGELES
CASE WESTERN RESERVE UNIVERSITY,710,,730,,CLEVELAND
VANDERBILT UNIVERSITY,710,,730,,NASHVILLE
University of Virginia-Main Campus,710,710,730,74600,Charlottesville
University of Virginia-Main Campus,710,720,730,,Charlottesville
Colgate University,710,720,730,76700,Hamilton
Boston College,710,730,730,83800,Chestnut Hill
Bethel College,700,,730,40300,North Newton
CASE WESTERN RESERVE UNIVERSITY,700,,730,,CLEVELAND
Case Western Reserve University,700,680,730,,Cleveland
Northeastern University,700,700,730,66400,Boston
Boston College,700,710,730,,Chestnut Hill
Boston College,700,720,730,80000,Chestnut Hill
Boston College,700,720,730,,Chestnut Hill
Georgia Institute of Technology-Main Campus,690,,730,,Atlanta
University of Michigan-Ann Arbor,690,,730,,Ann Arbor
Rensselaer Polytechnic Institute,690,,730,,Troy
GEORGIA INSTITUTE OF TECHNOLOGY-MAIN CAMPUS,690,,730,,ATLANTA
GEORGIA INSTITUTE OF TECHNOLOGY-MAIN CAMPUS,690,,730,,ATLANTA
RENSSELAER POLYTECHNIC INSTITUTE,690,,730,,TROY
GEORGIA INSTITUTE OF TECHNOLOGY-MAIN CAMPUS,690,,730,,ATLANTA
University of Michigan-Ann Arbor,690,,730,,Ann Arbor
University of Michigan-Ann Arbor,690,,730,72400,Ann Arbor
University of Maryland-College Park,690,,730,,College Park
Georgia Institute of Technology-Main Campus,690,670,730,,Atlanta
Georgia Institute of Technology-Main Campus,690,670,730,75500,Atlanta
Rensselaer Polytechnic Institute,690,670,730,85400,Troy
Georgia Institute of Technology-Main Campus,690,680,730,75700,Atlanta
Rensselaer Polytechnic Institute,690,680,730,,Troy
University of Rochester,690,700,730,,Rochester
Soka University of America,690,700,730,,Aliso Viejo
ROSE-HULMAN INSTITUTE OF TECHNOLOGY,680,,730,,TERRE HAUTE
ILLINOIS INSTITUTE OF TECHNOLOGY,680,,730,,CHICAGO
University of California-Los Angeles,680,690,730,,Los Angeles
University of Illinois at Urbana-Champaign,670,,730,,Champaign
Rose-Hulman Institute of Technology,670,,730,,Terre Haute
University of Illinois at Urbana-Champaign,670,,730,,Champaign
Lehigh University,670,,730,,Bethlehem
University of Wisconsin-Madison,670,670,730,59200,Madison
STEVENS INSTITUTE OF TECHNOLOGY,660,,730,,HOBOKEN
Polytechnic Institute of New York University,660,650,730,75600,Brooklyn
University of California-San Diego,660,690,730,,La Jolla
ILLINOIS INSTITUTE OF TECHNOLOGY,650,,730,,CHICAGO
SAINT AUGUSTINES COLLEGE,470,,730,,Raleigh
ST FRANCIS COLLEGE,710,,729,,Brooklyn Heights
Davidson College,730,730,728,,Davidson
Wellesley College,740,740,725,,Wellesley
UNIVERSITY OF MISSOURI-ROLLA,695,,725,,ROLLA
Illinois Institute of Technology,680,,725,,Chicago
Illinois Institute of Technology,670,640,723,72900,Chicago
UNIVERSITY OF MICHIGAN-ANN ARBOR,681,,721,,ANN ARBOR
MANHATTANVILLE COLLEGE,780,,720,,PURCHASE
Wellesley College,775,740,720,,Wellesley
Reed College,770,740,720,,Portland
Reed College,750,720,720,,Portland
Reed College,750,740,720,44600,Portland
Vassar College,750,750,720,55100,Poughkeepsie
Vassar College,740,,720,,Poughkeepsie
CARLETON COLLEGE,740,,720,,NORTHFIELD
Oklahoma Christian University,740,,720,,Edmond
BOWDOIN COLLEGE,740,,720,,BRUNSWICK
HAVERFORD COLLEGE,740,,720,,HAVERFORD
WESLEYAN UNIVERSITY,740,,720,,MIDDLETOWN
WELLESLEY COLLEGE,740,,720,,WELLESLEY
CARLETON COLLEGE,740,,720,,NORTHFIELD
Grinnell College,740,,720,56800,Grinnell
College of William and Mary,740,720,720,,Williamsburg
College of William and Mary,740,720,720,,Williamsburg
Jewish Theological Seminary of America,740,730,720,PrivacySuppressed,New York
Jewish Theological Seminary of America,740,730,720,,New York
Oberlin College,740,730,720,,Oberlin
Washington and Lee University,740,730,720,,Lexington
Washington and Lee University,740,730,720,98600,Lexington
Oberlin College,740,740,720,42000,Oberlin
Vassar College,740,740,720,,Poughkeepsie
Oberlin College,740,740,720,45600,Oberlin
Scripps College,733,750,720,,Claremont
Washington and Lee University,730,,720,,Lexington
HAVERFORD COLLEGE,730,,720,,HAVERFORD
GRINNELL COLLEGE,730,,720,,GRINNELL
WELLESLEY COLLEGE,730,,720,,WELLESLEY
HAVERFORD COLLEGE,730,,720,,HAVERFORD
Hamilton College,730,,720,,Clinton
BOWDOIN COLLEGE,730,,720,,BRUNSWICK
GRINNELL COLLEGE,730,,720,,GRINNELL
HAVERFORD COLLEGE,730,,720,,HAVERFORD
WASHINGTON AND LEE UNIVERSITY,730,,720,,LEXINGTON
Colgate University,730,,720,,Hamilton
College of William and Mary,730,710,720,69100,Williamsburg
College of William and Mary,730,720,720,70200,Williamsburg
Hamilton College,720,,720,,Clinton
Brandeis University,720,,720,,Waltham
WELLESLEY COLLEGE,720,,720,,WELLESLEY
WASHINGTON AND LEE UNIVERSITY,720,,720,,LEXINGTON
BRANDEIS UNIVERSITY,720,,720,,WALTHAM
DAVIDSON COLLEGE,720,,720,,DAVIDSON
MIDDLEBURY COLLEGE,720,,720,,MIDDLEBURY
Davidson College,720,,720,,Davidson
BRANDEIS UNIVERSITY,720,,720,,WALTHAM
Brandeis University,720,,720,,Waltham
Colgate University,720,,720,,Hamilton
CLAREMONT MCKENNA COLLEGE,720,,720,,CLAREMONT
Colby College,720,710,720,67200,Waterville
Colby College,720,710,720,77400,Waterville
New York University,720,720,720,,New York
Davidson College,720,720,720,,Davidson
Colgate University,720,730,720,79600,Hamilton
BRANDEIS UNIVERSITY,710,,720,,WALTHAM
Colgate University,710,,720,,Hamilton
University of Virginia-Main Campus,710,,720,,Charlottesville
WHITMAN COLLEGE,710,,720,,WALLA WALLA
BATES COLLEGE,710,,720,,LEWISTON
CORNELL UNIVERSITY-NY STATE STATUTORY COLLEGES,710,,720,,ITHACA
DAVIDSON COLLEGE,710,,720,,DAVIDSON
UNIVERSITY OF VIRGINIA-MAIN CAMPUS,710,,720,,CHARLOTTESVILLE
COLGATE UNIVERSITY,710,,720,,HAMILTON
COLGATE UNIVERSITY,710,,720,,HAMILTON
UNIVERSITY OF VIRGINIA-MAIN CAMPUS,710,,720,,CHARLOTTESVILLE
University of Missouri-Rolla,710,,720,,Rolla
Saint Charles Borromeo Seminary-Overbrook,710,610,720,,Wynnewood
Colby College,710,700,720,,Waterville
Colorado College,710,700,720,,Colorado Springs
Boston College,710,710,720,85700,Chestnut Hill
New York University,710,710,720,75300,New York
New York University,710,710,720,71800,New York
University of Virginia-Main Campus,710,710,720,,Charlottesville
Bryn Mawr College,710,710,720,58100,Bryn Mawr
Colby College,710,710,720,,Waterville
Bryn Mawr College,710,710,720,,Bryn Mawr
Colby College,710,720,720,,Waterville
University of Rochester,700,,720,68300,Rochester
CORNELL UNIVERSITY-NY STATE STATUTORY COLLEGES,700,,720,,ITHACA
Boston College,700,,720,,Chestnut Hill
VANDERBILT UNIVERSITY,700,,720,,NASHVILLE
TUFTS UNIVERSITY,700,,720,,MEDFORD
UNIVERSITY OF VIRGINIA-MAIN CAMPUS,700,,720,,CHARLOTTESVILLE
UNIVERSITY OF SOUTHERN CALIFORNIA,700,,720,,LOS ANGELES
UNIVERSITY OF SOUTHERN CALIFORNIA,700,,720,,LOS ANGELES
VANDERBILT UNIVERSITY,700,,720,,NASHVILLE
UNIVERSITY OF VIRGINIA-MAIN CAMPUS,700,,720,,CHARLOTTESVILLE
CASE WESTERN RESERVE UNIVERSITY,700,,720,,CLEVELAND
University of Rochester,700,690,720,,Rochester
University of Miami,700,690,720,,Coral Gables
University of Richmond,700,690,720,,University of Richmond
University of Miami,700,690,720,,Coral Gables
University of Virginia-Main Campus,700,700,720,78900,Charlottesville
Boston College,700,710,720,,Chestnut Hill
University of California-Los Angeles,690,,720,,Los Angeles
UNIVERSITY OF MICHIGAN-ANN ARBOR,690,,720,,ANN ARBOR
University of Rochester,690,,720,,Rochester
UNIVERSITY OF CALIFORNIA-LOS ANGELES,690,,720,,LOS ANGELES
UNIVERSITY OF ROCHESTER,690,,720,,ROCHESTER
University of Maryland-College Park,690,,720,,College Park
University of California-Los Angeles,690,,720,,Los Angeles
University of Minnesota-Twin Cities,690,660,720,,Minneapolis
Case Western Reserve University,690,680,720,75700,Cleveland
Case Western Reserve University,690,680,720,,Cleveland
University of Rochester,690,690,720,66700,Rochester
Bucknell University,690,690,720,,Lewisburg
University of Richmond,690,690,720,,University of Richmond
Lehigh University,680,,720,,Bethlehem
Illinois Wesleyan University,680,,720,59900,Bloomington
Rose-Hulman Institute of Technology,680,,720,,Terre Haute
Lehigh University,680,,720,,Bethlehem
UNIVERSITY OF CALIFORNIA-LOS ANGELES,680,,720,,LOS ANGELES
Bucknell University,680,,720,76700,Lewisburg
RENSSELAER POLYTECHNIC INSTITUTE,680,,720,,TROY
ROSE-HULMAN INSTITUTE OF TECHNOLOGY,680,,720,,TERRE HAUTE
RENSSELAER POLYTECHNIC INSTITUTE,680,,720,,TROY
Lehigh University,680,,720,85800,Bethlehem
UNIVERSITY OF CALIFORNIA-LOS ANGELES,680,,720,,LOS ANGELES
RENSSELAER POLYTECHNIC INSTITUTE,680,,720,,TROY
Georgia Institute of Technology-Main Campus,680,660,720,,Atlanta
University of California-Los Angeles,680,690,720,72500,Los Angeles
Bucknell University,680,690,720,,Lewisburg
Union College,680,690,720,,Schenectady
University of California-Los Angeles,680,700,720,70500,Los Angeles
University of California-Los Angeles,680,700,720,,Los Angeles
Bucknell University,680,700,720,77400,Lewisburg
UNIVERSITY OF CALIFORNIA-LOS ANGELES,670,,720,,LOS ANGELES
UNIVERSITY OF MICHIGAN-ANN ARBOR,670,,720,,ANN ARBOR
Lehigh University,670,,720,80300,Bethlehem
Rose-Hulman Institute of Technology,670,,720,76200,Terre Haute
ROSE-HULMAN INSTITUTE OF TECHNOLOGY,670,,720,,TERRE HAUTE
Rose-Hulman Institute of Technology,670,,720,78200,Terre Haute
Lehigh University,670,,720,,Bethlehem
Lehigh University,670,,720,,Bethlehem
WORCESTER POLYTECHNIC INSTITUTE,670,,720,,WORCESTER
STEVENS INSTITUTE OF TECHNOLOGY,670,,720,,HOBOKEN
Rose-Hulman Institute of Technology,670,,720,,Terre Haute
Stevens Institute of Technology,670,,720,,Hoboken
Stevens Institute of Technology,670,,720,,Hoboken
Worcester Polytechnic Institute,670,640,720,,Worcester
Colorado School of Mines,670,650,720,,Golden
University of Wisconsin-Madison,670,670,720,,Madison
University of California-San Diego,670,690,720,69700,La Jolla
Boston University,670,690,720,,Boston
ROSE-HULMAN INSTITUTE OF TECHNOLOGY,660,,720,,TERRE HAUTE
Rose-Hulman Institute of Technology,660,,720,,Terre Haute
Stevens Institute of Technology,660,660,720,87700,Hoboken
Ohio State University-Main Campus,660,660,720,,Columbus
University of California-San Diego,660,680,720,,La Jolla
Babson College,660,680,720,,Wellesley
Soka University of America,658,,720,,Aliso Viejo
Polytechnic Institute of New York University,650,,720,,Brooklyn
Polytechnic Institute of New York University,650,640,720,,Brooklyn
TEXAS A & M INTERNATIONAL UNIVERSITY,550,,720,,LAREDO
University of Michigan-Dearborn,,620,720,51900,Dearborn
Davidson College,730,730,718,73000,Davidson
Soka University of America,653,,718,,Aliso Viejo
Oberlin College,740,730,715,,Oberlin
Davidson College,723,,713,79500,Davidson
JUDSON COLLEGE,800,,710,,MARION
Reed College,760,,710,,Portland
REED COLLEGE,760,,710,,PORTLAND
Reed College,760,730,710,43200,Portland
Reed College,760,740,710,,Portland
Reed College,760,740,710,47500,Portland
Oberlin College,750,,710,,Oberlin
REED COLLEGE,750,,710,,PORTLAND
REED COLLEGE,750,,710,,PORTLAND
Oberlin College,750,730,710,46600,Oberlin
Oberlin College,750,730,710,,Oberlin
Reed College,750,730,710,,Portland
Vassar College,750,740,710,,Poughkeepsie
Scripps College,740,,710,,Claremont
MacAlester College,740,,710,,Saint Paul
Barnard College,740,,710,,New York
Grinnell College,740,,710,,Grinnell
OBERLIN COLLEGE,740,,710,,OBERLIN
VASSAR COLLEGE,740,,710,,POUGHKEEPSIE
MACALESTER COLLEGE,740,,710,,ST PAUL
College of William and Mary,740,710,710,69700,Williamsburg
Macalester College,740,720,710,51200,Saint Paul
Macalester College,740,720,710,,Saint Paul
Macalester College,740,720,710,,Saint Paul
Macalester College,740,730,710,,Saint Paul
Oberlin College,740,730,710,,Oberlin
Macalester College,740,730,710,49900,Saint Paul
Vassar College,740,740,710,56400,Poughkeepsie
Oberlin College,740,740,710,,Oberlin
Scripps College,740,740,710,,Claremont
Macalester College,740,740,710,,Saint Paul
Scripps College,740,740,710,52900,Claremont
Vassar College,740,740,710,,Poughkeepsie
Barnard College,740,740,710,,New York
Aquinas College,740,750,710,50000,Nashville
Davidson College,730,,710,,Davidson
WELLESLEY COLLEGE,730,,710,,WELLESLEY
College of William and Mary,730,,710,,Williamsburg
Wheaton College,730,,710,,Wheaton
COLLEGE OF WILLIAM AND MARY,730,,710,,WILLIAMSBURG
BOWDOIN COLLEGE,730,,710,,BRUNSWICK
BOWDOIN COLLEGE,730,,710,,BRUNSWICK
GRINNELL COLLEGE,730,,710,,GRINNELL
OBERLIN COLLEGE,730,,710,,OBERLIN
COLLEGE OF WILLIAM AND MARY,730,,710,,WILLIAMSBURG
GRINNELL COLLEGE,730,,710,,GRINNELL
DAVIDSON COLLEGE,730,,710,,DAVIDSON
College of William and Mary,730,,710,,Williamsburg
OBERLIN COLLEGE,730,,710,,Oberlin
COLLEGE OF WILLIAM AND MARY,730,,710,,WILLIAMSBURG
WHITMAN COLLEGE,730,,710,,WALLA WALLA
Davidson College,730,710,710,,Davidson
Whitman College,730,715,710,51900,Walla Walla
Macalester College,730,720,710,48500,Saint Paul
College of William and Mary,730,720,710,,Williamsburg
Davidson College,730,720,710,70900,Davidson
College of William and Mary,730,720,710,,Williamsburg
Scripps College,730,730,710,,Claremont
Barnard College,730,740,710,67200,New York
Barnard College,730,740,710,,New York
Barnard College,730,750,710,,New York
Barnard College,730,750,710,70800,New York
Barnard College,730,760,710,,New York
Jewish Theological Seminary of America,723,,710,,New York
JEWISH THEOLOGICAL SEMINARY OF AMERICA,723,,710,,NEW YORK
Colby College,720,,710,,Waterville
MACALESTER COLLEGE,720,,710,,ST PAUL
Grinnell College,720,,710,53200,Grinnell
COLBY COLLEGE,720,,710,,WATERVILLE
St Olaf College,720,700,710,,Northfield
Colby College,720,710,710,,Waterville
St Olaf College,720,710,710,50300,Northfield
Whitman College,720,710,710,,Walla Walla
Colgate University,720,720,710,88400,Hamilton
Jewish Theological Seminary of America,720,720,710,,New York
Davidson College,720,720,710,,Davidson
Tulane University of Louisiana,720,720,710,,New Orleans
Colorado College,720,720,710,,Colorado Springs
New York University,710,,710,,New York
COLBY COLLEGE,710,,710,,WATERVILLE
NEW YORK UNIVERSITY,710,,710,,NEW YORK
WASHINGTON AND LEE UNIVERSITY,710,,710,,LEXINGTON
BRANDEIS UNIVERSITY,710,,710,,WALTHAM
HAMILTON COLLEGE,710,,710,,CLINTON
University of Minnesota-Morris,710,660,710,44300,Morris
St Olaf College,710,690,710,,Northfield
Colorado College,710,710,710,53800,Colorado Springs
Colby College,710,710,710,64600,Waterville
Colby College,710,715,710,,Waterville
Wake Forest University,700,,710,77100,Winston Salem
University of Rochester,700,,710,,Rochester
Wake Forest University,700,,710,,Winston Salem
University of Tulsa,700,,710,,Tulsa
TUFTS UNIVERSITY,700,,710,,MEDFORD
Tulane University of Louisiana,700,,710,,New Orleans
UNIVERSITY OF ROCHESTER,700,,710,,ROCHESTER
TRINITY COLLEGE,700,,710,,HARTFORD
NEW YORK UNIVERSITY,700,,710,,NEW YORK
COLGATE UNIVERSITY,700,,710,,HAMILTON
NEW YORK UNIVERSITY,700,,710,,NEW YORK
COLBY COLLEGE,700,,710,,WATERVILLE
UNIVERSITY OF ROCHESTER,700,,710,,ROCHESTER
WAKE FOREST UNIVERSITY,700,,710,,WINSTON SALEM
COLBY COLLEGE,700,,710,,WATERVILLE
BOSTON COLLEGE,700,,710,,CHESTNUT HILL
NEW YORK UNIVERSITY,700,,710,,NEW YORK
University of North Carolina at Chapel Hill,700,680,710,,Chapel Hill
University of North Carolina at Chapel Hill,700,690,710,62400,Chapel Hill
University of North Carolina at Chapel Hill,700,690,710,,Chapel Hill
New York University,700,700,710,,New York
SAINT CHARLES BORROMEO SEMINARY-OVERBROOK,690,,710,,WYNNEWOOD
BOSTON COLLEGE,690,,710,,CHESTNUT HILL
Illinois Wesleyan University,690,,710,,Bloomington
Wake Forest University,690,,710,,Winston Salem
UNIVERSITY OF ROCHESTER,690,,710,,ROCHESTER
UNIVERSITY OF SOUTHERN CALIFORNIA,690,,710,,LOS ANGELES
Missouri University of Science and Technology,690,,710,64300,Rolla
VANDERBILT UNIVERSITY,690,,710,,NASHVILLE
Wake Forest University,690,,710,,Winston Salem
Bucknell University,690,690,710,82400,Lewisburg
Villanova University,690,690,710,,Villanova
University of Miami,690,690,710,64000,Coral Gables
Villanova University,690,690,710,,Villanova
Rose-Hulman Institute of Technology,680,,710,81100,Terre Haute
Bucknell University,680,,710,,Lewisburg
WAKE FOREST UNIVERSITY,680,,710,,WINSTON SALEM
University of Maryland-College Park,680,,710,66400,College Park
Villanova University,680,,710,80600,Villanova
Missouri University of Science and Technology,680,,710,,Rolla
University of Maryland-College Park,680,,710,,College Park
Bucknell University,680,,710,,Lewisburg
University of Maryland-College Park,680,,710,66600,College Park
Villanova University,680,,710,84100,Villanova
The University of Texas at Dallas,680,,710,,Richardson
University of Maryland-College Park,680,670,710,,College Park
SUNY at Binghamton,680,670,710,,Vestal
Lafayette College,680,680,710,88000,Easton
Northeastern University,680,680,710,,Boston
Lafayette College,680,680,710,,Easton
Villanova University,680,690,710,,Villanova
Villanova University,680,690,710,,Villanova
Bucknell University,680,700,710,,Lewisburg
Colorado School of Mines,675,,710,82300,Golden
Colorado School of Mines,675,640,710,,Golden
SUNY at Binghamton,675,670,710,,Vestal
Worcester Polytechnic Institute,670,,710,,Worcester
ILLINOIS INSTITUTE OF TECHNOLOGY,670,,710,,CHICAGO
LEHIGH UNIVERSITY,670,,710,,BETHLEHEM
